"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g294452-d9714444","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Crystal Steak House']","Crystal Steak House","Claimed",4,"November 13, 2022","Ul. Okolovrasten Pat 214 Sofia Ring Mall, Sofia 1434 Bulgaria",42.693867,23.32967,"#57 of 1,226 Restaurants in Sofia","#57 of 1,226 Restaurants in Sofia",381,0,,"₪42 - ₪5,489","Steakhouse, Barbecue, European, Central European","Lunch, Dinner, Late Night","Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service","True","True",45,40,35,,210,86,35,24,26,"Dutch (12), Chinese (Sim.) (3), Turkish (3), Italian (43), German (12), English (253), French (10), Greek (9), Swedish (3), Danish (6), Russian (7), Hebrew (9), Spanish (11), Portuguese (1)","in rating","g294452-d9714444","$$$$","Steakhouse, Barbecue, European","Restaurants",253,129,0,"http://www.steak.bg","Crystal Burger & Steak | Превъзходните бургери и стекове","Crystal Burger & Steak | Превъзходните бургери и стекове","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d9717168","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'MyChoice SkyCity Mall']","MyChoice SkyCity Mall","Claimed",2.5,"November 4, 2022","Kosta Lulchev St., 52 Skycity Mall, Sofia 1574 Bulgaria",42.67977,23.36789,"#1,206 of 1,226 Restaurants in Sofia","#117 of 117 Central European in Sofia",13,0,,,"International, European, Central European","Lunch, Dinner",,"Seating, Table Service, Wheelchair Accessible","True","True",30,25,25,,1,2,4,3,3,"French (2), English (9), Russian (2)","in rating","g294452-d9717168","$$ - $$$","International, European, Central European","Restaurants",9,4,0,"http://mychoice.bg","MyChoice ресторант и градина","MyChoice ресторант и градина","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d9718171","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Chinese Restaurant Fanshan']","Chinese Restaurant Fanshan","Unclaimed",4,"March 3, 2023","ul.Struma 2, Sofia 1202 Bulgaria",42.701954,23.323315,"#234 of 1,226 Restaurants in Sofia","#22 of 59 Asian in Sofia",28,0,,,"Chinese, Asian","Lunch, Dinner","Vegetarian Friendly","Table Service, Takeout, Seating","False","True",35,40,35,,14,8,5,0,1,"Japanese (4), English (16), Italian (1), Swedish (1), Russian (1), Dutch (2), Hebrew (1), Chinese (Sim.) (2)","in rating","g294452-d9718171","$$ - $$$","Chinese, Asian, Vegetarian Friendly","Restaurants",16,12,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d9720718","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Rachenica Tavern']","Rachenica Tavern","Unclaimed",5,"August 18, 2018","Tzar Boris III street No. 41, Sofia 1612 Bulgaria",42.68224,23.29226,"#831 of 1,226 Restaurants in Sofia","#831 of 1,226 Restaurants in Sofia",2,0,,,,,,,"False","True",,,,,2,0,0,0,0,"English (2)","in rating","g294452-d9720718",,,"Restaurants",2,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d9728946","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Sinatra Piano Bar']","Sinatra Piano Bar","Unclaimed",2.5,"October 4, 2020","bul.Arsenalski 5, Sofia 1421 Bulgaria",42.67807,23.32102,"#1,209 of 1,226 Restaurants in Sofia","#144 of 144 Pub in Sofia",11,0,,,"Bar, Pub, Cafe, Eastern European",,,"Reservations, Seating, Table Service","False","True",,,,,3,0,1,0,7,"English (11)","in rating","g294452-d9728946",,"Bar, Cafe, Pub, Eastern European","Restaurants",11,0,0,"http://www.sinatra.bg/en/","Piano bar ""Sinatra"" ➣ Sofia, Varna, Plovdiv and Burgas","Пиано бар ""Синатра"" ➣ София, Варна, Пловдив и Бургас","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d9738997","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Santorini']","Santorini","Unclaimed",3,"September 11, 2017","ul.Rodopi 86, Sofia 1202 Bulgaria",42.70733,23.33166,"#1,093 of 1,226 Restaurants in Sofia","#1,093 of 1,226 Restaurants in Sofia",1,0,,,,,,,"False","True",,,,,0,0,1,0,0,"Italian (1), English","in rating","g294452-d9738997",,,"Restaurants",0,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d9749532","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Le Salon aux Fleurs']","Le Salon aux Fleurs","Claimed",4.5,"February 29, 2020","Oborishte, Sofia Bulgaria",42.69476,23.342098,"#23 of 53 Desserts in Sofia","#23 of 53 Dessert in Sofia",23,0,,,"French, Cafe","Breakfast, Brunch, Lunch, Dinner",,"Table Service, Takeout","True","True",45,45,45,,16,3,1,2,1,"German (1), Spanish (3), Italian (3), English (14), Russian (2)","in rating","g294452-d9749532","$$ - $$$","Dessert, French, Cafe","Desserts",14,9,0,"http://www.facebook.com/Le-Salon-aux-Fleurs-118001311587146/","account_exists","La Creme","April 22, 2022","Уважаеми клиенти, сладкарница La Crème няма да работи на 23.04 и 24.04.2022 г. 
Весели празници! ","2.5K followers • 5 following","Intro
Cafe patisserie and confectionery
Page · Dessert Shop
кв. ""Гео Милев"", ул. ""Едисон"" №33, Sofia, Bulgaria
+359 98 891 0107
lacremebg@gmail.com
lacreme.bg
Closed now
Dine-in · Outdoor seating · In-store pickup
Price Range · $$
Offers free Wi-Fi",2022,"facebook","online","True","True",,,2500
"g294452-d9758151","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Grillo']","Grillo","Unclaimed",2.5,"February 26, 2019","Prof. Tsvetan Lazarov 21, Sofia 1200 Bulgaria",42.675026,23.380278,"#1,161 of 1,226 Restaurants in Sofia","#1,161 of 1,226 Restaurants in Sofia",2,0,,,,,,,"False","True",,,,,0,1,0,0,1,"English (2)","in rating","g294452-d9758151",,,"Restaurants",2,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d9763332","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Casa Pizza']","Casa Pizza","Unclaimed",2,"January 15, 2020","ul.Mayor Gortalov 1, Sofia 1618 Bulgaria",42.6727,23.27542,"#1,195 of 1,226 Restaurants in Sofia","#149 of 153 Pizza in Sofia",3,0,,,"Pizza",,,,"False","True",,,,,0,0,1,1,1,"English (3)","in rating","g294452-d9763332",,"Pizza","Restaurants",3,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d9785342","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Mekitsa & Coffee']","Mekitsa & Coffee","Claimed",4.5,"July 10, 2023","ul.Graf Ignatiev 28, Sofia 1000 Bulgaria",42.69084,23.325481,"#5 of 27 Quick Bites in Sofia","#5 of 27 Quick Bites in Sofia",91,0,,,"European, Eastern European","Breakfast, Brunch","Vegetarian Friendly, Vegan Options","Takeout, Seating, Cash Only, Free Wifi","True","True",45,40,45,,70,10,5,4,2,"French (2), Greek (1), Italian (4), German (1), English (71), Spanish (9), Hungarian (1), Portuguese (1), Dutch (1)","in rating","g294452-d9785342","$","Quick Bites, European, Eastern European","Quick Bites",71,20,0,"http://www.facebook.com/mekizacafe/","account_exists","Мекица & Кафе","October 1 , 2023","Октомври е един от любимите ни месеци! Точно днес празнуваме 8 години от отварянето на първия ни обект, а именно този на ул. “Граф Игнатиев” 28.
Времето лети ","13K likes • 13K followers","Intro
Топли мекици, кафе и брънч!

Page · Bakery
Plovdiv, Bulgaria · Sofia, Bulgaria
+359 89 870 9537
Price Range · $",2023,"facebook","online","True","True",,,13000
"g294452-d9795563","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Mr.PALLA Burger']","Mr.PALLA Burger","Unclaimed",4.5,"March 1, 2023","Ulitsa Akad.Boris Stefanov Studenski Grad, Sofia 1200 Bulgaria",42.64835,23.34159,"#605 of 1,226 Restaurants in Sofia","#33 of 67 Fast Food in Sofia",6,0,,,"Fast Food",,,,"False","True",,,,,3,2,1,0,0,"English (6)","in rating","g294452-d9795563","$","Fast Food","Restaurants",6,0,0,"http://www.facebook.com/PALLABURGER","account_exists","Mr.PALLA Burger-Зимен дворец",,"no_posts","Facebook is showing information to help you better understand the purpose of a Page. See actions taken by the people who manage and post content.","About
See all
MR.PALLA BURGER са верига заведения за бързо хранене в Студентски град .Извесни с качеството на храната и вкуса ,който предлагат.
0 people follow this
Fast food restaurant",0,"facebook","online","True","True",,,0
"g294452-d9800962","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Piccola Italia']","Piccola Italia","Claimed",4.5,"August 25, 2023","bul.Yanko Sakazov 20, Sofia 1504 Bulgaria",42.69645,23.337872,"#141 of 1,226 Restaurants in Sofia","#141 of 1,226 Restaurants in Sofia",67,0,,"₪42 - ₪127","Italian, Pizza, Mediterranean, European","Brunch, Dinner, Lunch","Vegetarian Friendly, Vegan Options","Reservations, Highchairs Available, Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Takeout, Outdoor Seating, Accepts Credit Cards","False","True",45,45,45,,46,11,3,4,3,"Spanish (1), English (39), German (1), Greek (2), Italian (23), Dutch (1)","in rating","g294452-d9800962","$$ - $$$","Italian, Pizza, Mediterranean","Restaurants",39,28,0,"https://www.facebook.com/piccolitalia.eu/","account_exists","Piccola.Italia.",,"no_posts","Facebook is showing information to help you better understand the purpose of a Page. See actions taken by the people who manage and post content.","About
See all
La cucina Italiana
Ristorante italiano, nel rispetto della tradizione, ma aperto anche alle novita`
44 people like this
44 people follow this
http://www.piccolitalia.eu/
+359 2 944 5125
info@piccolitalia.eu
Price range
  · $$
Italian Restaurant
la cucina italiana in Bulgaria",0,"facebook","online","True","True",,,0
"g294452-d9817104","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Twiga Sofia']","Twiga Sofia","Unclaimed",2.5,"August 17, 2016","26 Raiko Alexiev Str., Sofia 1113 Bulgaria",42.673416,23.357721,"#1,144 of 1,226 Restaurants in Sofia","#1,144 of 1,226 Restaurants in Sofia",2,0,,"₪9 - ₪87",,,,,"False","True",,,,,0,1,0,0,1,"Italian (1), English (1)","in rating","g294452-d9817104","$$ - $$$",,"Restaurants",1,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d982486","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Orisha Bar&Dinner']","Orisha Bar&Dinner","Claimed",4.5,"November 5, 2019","ul.Solunska 50, Sofia 1000 Bulgaria",42.693256,23.316513,"#184 of 1,226 Restaurants in Sofia","#30 of 172 Bar in Sofia",44,0,,"₪40 - ₪60","Bar, Pub","Breakfast, Lunch, Dinner, Late Night, Drinks",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service","True","True",45,45,45,45,28,10,5,1,0,"Italian (1), Spanish (2), Danish (1), Russian (1), English (38), French (1)","in rating","g294452-d982486","$$ - $$$","Bar, Pub","Restaurants",38,6,0,"http://orishabar.com","failed_to_access","failed_to_access","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g294452-d982488","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pastarito']","Pastarito - CLOSED","Unclaimed",3.5,"December 4, 2018","Cherni Vrah, Sofia Bulgaria",42.58543,23.34438,,,11,0,,"₪60 - ₪89","Italian",,,,"False","False",35,35,40,,3,5,0,2,1,"Italian (1), German (4), English (6)","closed","g294452-d982488","$$ - $$$","Italian",,6,5,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g294452-d9849746","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Cake Box']","Cake Box","Unclaimed",5,"February 19, 2021","ul.Velcho Atanasov 46, Sofia 1505 Bulgaria",42.69063,23.35851,"#21 of 39 Bakeries in Sofia","#21 of 39 Bakeries in Sofia",4,0,,,"Cafe",,,,"False","True",,,,,4,0,0,0,0,"English (4)","in rating","g294452-d9849746",,"Bakeries, Cafe","Bakeries",4,0,0,"http://www.cakebox.bg","atelier Cake Box","atelier Cake Box","nan",,,,0,"non-facebook","online","True","True",,,0
"g294452-d9860629","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Salted Cafe']","Salted Café","Claimed",4.5,"December 4, 2019","Strasse Bratia Miladinovi 38, Sofia 1000 Bulgaria",42.6997,23.317593,"#191 of 1,226 Restaurants in Sofia","#41 of 193 Cafe in Sofia",48,0,,,"Cafe, European","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","Cash Only, Free Wifi, Delivery, Takeout, Reservations, Outdoor Seating, Seating","True","True",50,45,45,,32,7,2,6,1,"Spanish (1), Italian (1), German (2), Dutch (2), English (37), French (1), Russian (2), Hebrew (2)","in rating","g294452-d9860629","$$ - $$$","Cafe, European, Vegetarian Friendly","Restaurants",37,11,0,"http://www.facebook.com/saltedcafesofia/","account_exists","Salted Café Sofia","October, 2023","English Language Café presents:
“Discover Algeria” with Badreddine Aimeur 
MEET! CHAT! LEARN!
Entrance fee: 5 lv
All are welcome!… See more","10K likes • 10K followers","Intro
Mясто за събития в уютна винтидж атмосфера. Кулинарни събития. Кухня и зала за парти под наем. Event
Page · Cooking School
Sofia, Bulgaria
+359 88 885 2051
saltedcafesofia@gmail.com
Dine-in
Price Range · $$
Rating · 4.7 (198 Reviews)",2023,"facebook","online","True","True",4.7,198,10000
"g294452-d9875384","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Skapto - Shishman 20']","Skapto - Shishman 20","Claimed",4.5,"September 13, 2023","20 Tzar Shishman Street, Sofia 1000 Bulgaria",42.69149,23.329798,"#3 of 1,226 Restaurants in Sofia","#3 of 1,226 Restaurants in Sofia",1737,0,,"₪20 - ₪40","American","Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Vegan Options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, Gift Cards Available","True","True",45,45,45,,"1,366",233,84,31,23,"Italian (169), Russian (16), Japanese (1), French (34), Danish (6), English (1, 331), Turkish (5), Spanish (70), Swedish (5), Chinese (Trad.) (5), Hebrew (19), Korean (4), Greek (14), Norwegian (1), German (30), Portuguese (4), Serbian (1), Chinese (Sim.) (5), Dutch (24)","in rating","g294452-d9875384","$$ - $$$","American, Vegetarian Friendly, Vegan Options","Restaurants",1,413,0,"https://skapto.bg/","Начало - Skapto.bg",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g294452-d9881093","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Luciano Birreria']","Luciano Birreria","Claimed",4,"November 24, 2022","pl.Slaveykov 9, Sofia 1000 Bulgaria",42.692318,23.324337,"#458 of 1,226 Restaurants in Sofia","#105 of 214 Eastern European in Sofia",17,0,,"₪9 - ₪26","Eastern European, Bar, Pub","Lunch, Dinner",,"Seating, Table Service","True","True",35,40,35,,7,4,4,0,2,"French (1), English (12), Italian (4)","in rating","g294452-d9881093","$$ - $$$","Bar, Pub, Eastern European","Restaurants",12,5,0,"http://www.facebook.com/PubLuciano/?modal=admin_todo_tour","account_exists","Бирария Лучано","May 28, 2020","Бирата почва да се лее отново от 1юни. Заповядайте!","716 likes • 723 followers","Intro
Заповядайте в Бирария Лучано при вкусните мезета и мно
Page · Product/service
Пл. Славейков №9, Sofia, Bulgaria
+359 87 810 6487
luciano.ivanov@abv.bg
Closing Soon
Price Range · $$
Rating · 4.9 (24 Reviews)",2020,"facebook","online","True","True",4.9,24,723
"g294452-d9994744","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La Fisheria']","La Fisheria","Unclaimed",4,"June 30, 2017","General Parensov, 11, Sofia 1000 Bulgaria",42.69021,23.328056,"#703 of 1,226 Restaurants in Sofia","#44 of 63 Seafood in Sofia",10,0,,,"Seafood, Mediterranean",,,"Reservations","False","True",,,,,4,3,1,1,1,"French (1), Italian (1), English (8)","in rating","g294452-d9994744","$$ - $$$","Seafood, Mediterranean","Restaurants",8,2,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g295391-d10003699","['Europe', 'Bulgaria', 'Plovdiv Province', 'Plovdiv', 'Plovdiv Restaurants', 'Subway']","Subway - CLOSED","Unclaimed",4,"May 29, 2017","8 Perushtitsa Str. #3.012, Plovdiv 4002 Bulgaria",42.141933,24.719006,,,2,0,,,,"Lunch, Dinner",,,"False","True",,,,,1,0,1,0,0,"English (2)","closed","g295391-d10003699","$",,,2,0,0,"https://restaurants.subway.com/bulgaria/plovdiv/8-perushtitsa-str?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=53790&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjk3MDQtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D","Subway® Restaurants - Sandwiches, Salads, Wraps & More | SUBWAY at 8 Perushtitsa Str. Plovdiv","All Subway Locations | Subs, Sandwiches, Salads","nan",,,,0,"non-facebook","online","True","True",,,0
"g295391-d10042347","['Europe', 'Bulgaria', 'Plovdiv Province', 'Plovdiv', 'Plovdiv Restaurants', 'Monkey House']","Monkey House","Claimed",4.5,"June 20, 2020","Zlatarska Street 3, Plovdiv 4000 Bulgaria",42.14887,24.748785,"#4 of 21 Coffee & Tea in Plovdiv","#4 of 21 Coffee & Tea in Plovdiv",73,0,,"₪4 - ₪15","Bar, Cafe","Drinks",,"Reservations, Outdoor Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Discover, Seating, Television","True","True",45,45,40,,38,28,3,1,3,"French (2), Italian (1), Spanish (8), German (1), Hebrew (1), English (59), Turkish (1)","in rating","g295391-d10042347","$$ - $$$","Bar, Cafe","Coffee & Tea",59,14,0,"http://www.facebook.com/monkeyhousecafe/","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
