"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g274927-d2676325","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Maiko Sushi']","Maiko Sushi","Claimed",4,"July 6, 2021","Hlavna 1, Kosice Slovakia",48.71721,21.2608,"#60 of 229 Restaurants in Kosice","#5 of 7 Japanese in Kosice",52,0,,,"Japanese, Sushi, Asian","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Seating, Serves Alcohol, Table Service, Delivery","True","False",40,40,40,45,26,9,10,4,3,"Japanese (2), German (1), English (32), Czech (1), Italian (1), Spanish (1), Slovak (13), French (3)","in rating","g274927-d2676325","$$ - $$$","Japanese, Sushi, Asian","Restaurants",32,22,13,"http://www.sushimaiko.sk/","Domov",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g274927-d2698062","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'karczma MLYN']","karczma MLYN","Claimed",4,"May 30, 2023","Hlavna 86, Kosice 040 01 Slovakia",48.723988,21.25625,"#24 of 229 Restaurants in Kosice","#13 of 34 Central European in Kosice",141,0,,"₪30 - ₪85","Eastern European, European, Central European","Lunch, Drinks, Dinner",,"Takeout, Reservations, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Table Service, Wheelchair Accessible, Accepts Credit Cards","True","True",40,40,40,40,58,48,18,6,11,"Polish (4), Japanese (2), Italian (7), Hungarian (2), Dutch (1), English (61), Slovak (46), Spanish (1), Czech (3), French (2), Russian (9), German (3)","in rating","g274927-d2698062","$$ - $$$","European, Eastern European, Central European","Restaurants",61,80,46,"http://www.karczmamlyn.sk","Karczma Mlyn - Goralská reštaurácia Košice - Úvod","Karczma Mlyn - Goralská reštaurácia Košice - Úvod","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d3170253","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'La Famiglia -Cafe and Wine House']","La Famiglia -Cafe and Wine House","Unclaimed",5,"June 4, 2018","Jesenskeho 10 04001, Kosice 040 01 Slovakia",48.7267,21.25912,"#106 of 229 Restaurants in Kosice","#14 of 24 Italian in Kosice",6,0,,,"Italian",,,,"False","False",,,,,5,1,0,0,0,"English (2), Slovak (4)","in rating","g274927-d3170253",,"Italian","Restaurants",2,4,4,"https://www.facebook.com/lafamiglia.kosice","account_exists","La Famiglia - caffé house","July 25, 2023",,"601 likes • 599 followers","Intro
www.lafamiglia.sk
Page · Coffee shop
Jesenského 10, Kosice, Slovakia
+421 918 182 277
caffe@lafamiglia.sk
lafamiglia.sk
Open now
Curbside pickup
Price Range · $$$
Rating · 4.4 (55 Reviews)",2023,"facebook","online","True","True",4.4,55,599
"g274927-d3195444","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Urban Cafe']","Urban Cafe","Unclaimed",4.5,"August 22, 2021","Vratna 4, Kosice Slovakia",48.7185,21.258,"#3 of 13 Desserts in Kosice","#3 of 13 Dessert in Kosice",34,0,,,"Cafe, Belgian",,,"Table Service","True","False",45,45,45,40,20,9,3,2,0,"Russian (2), Dutch (1), Slovak (8), Serbian (1), Polish (3), Italian (1), English (17), Hungarian (1)","in rating","g274927-d3195444","$$ - $$$","Dessert, Belgian, Cafe","Desserts",17,17,8,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d3456244","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Restaurant Diplomat']","Restaurant Diplomat","Claimed",4.5,"August 5, 2018","Hlavna 101 in the hotel Ambassador, Kosice 040 01 Slovakia",48.72487,21.25602,"#78 of 229 Restaurants in Kosice","#78 of 229 Restaurants in Kosice",12,0,,"₪21 - ₪89","European","Lunch, Dinner",,"Takeout, Outdoor Seating, Buffet, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi","True","True",,,,,9,2,0,1,0,"English (2), French (1), Russian (1), Slovak (7), Italian (1)","in rating","g274927-d3456244","$$ - $$$","European","Restaurants",2,10,7,"http://www.ambassador.sk/en/gastronomy/","Hotel Ambassador","Hotel Ambassador","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d3514322","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Nech Sa PACi!']","Nech Sa PÁČi!","Unclaimed",,,"Hlavna 27, Kosice 040 01 Slovakia",48.71985,21.25897,,,0,0,,,"International",,,,"False","False",,,,,0,0,0,0,0,,"in rating","g274927-d3514322",,"International",,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d3605659","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Pizzeria Zvon']","Pizzeria Zvon","Claimed",4.5,"September 21, 2023","Zvonarska 4 Zvonárska 4, Kosice 040 01 Slovakia",48.718967,21.259771,"#8 of 229 Restaurants in Kosice","#8 of 229 Restaurants in Kosice",165,0,,"₪13 - ₪34","Italian, Pizza, Mediterranean, European","Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options","Takeout, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Reservations, Table Service","True","True",45,45,45,50,114,28,15,3,5,"Portuguese (1), English (72), German (4), Dutch (3), Spanish (4), Japanese (1), Finnish (2), Italian (1), Russian (10), Czech (2), Serbian (1), Slovak (53), French (2), Polish (7), Hungarian (2)","in rating","g274927-d3605659","$$ - $$$","Italian, Pizza, Mediterranean","Restaurants",72,93,53,"http://www.pizzeriazvon.sk/","Pizzéria Zvon Košice - Tradičná talianská kuchyňa | Pizza Košice",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g274927-d3632733","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', '12 Apostolov']","12 Apostolov","Unclaimed",3.5,"September 14, 2023","Kovacska 51, Kosice Slovakia",48.72442,21.25808,"#112 of 229 Restaurants in Kosice","#26 of 34 Central European in Kosice",38,0,,,"European, Eastern European, Central European","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Wheelchair Accessible, Table Service","True","False",35,30,30,30,14,9,5,6,4,"French (1), Russian (6), Czech (1), Italian (1), English (17), Slovak (9), German (3)","in rating","g274927-d3632733","$$ - $$$","European, Eastern European, Central European","Restaurants",17,21,9,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d3632735","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Bomba']","Bomba - CLOSED","Unclaimed",,,"Hlavna 5, Kosice 040 01 Slovakia",48.71824,21.25965,,,0,0,,,"Eastern European",,,,"False","False",,,,,0,0,0,0,0,,"closed","g274927-d3632735",,"Eastern European",,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d3708235","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Diesel Pub']","Diesel Pub","Claimed",4,"August 5, 2017","Hlavna 92, Kosice 040 01 Slovakia",48.72448,21.25575,"#143 of 229 Restaurants in Kosice","#1 of 1 Irish in Kosice",7,0,,,"Irish, Pub","Lunch, Dinner, Late Night, Drinks",,,"True","True",,35,30,,2,2,3,0,0,"English (7)","in rating","g274927-d3708235",,"Irish, Pub","Restaurants",7,0,0,"http://www.irishpubkosice.com/sk","Irish Pub Diesel | Úvod","Irish Pub Diesel | Úvod","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d3730100","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Cafe Trieste']","Cafe Trieste","Unclaimed",4.5,"August 10, 2021","Ursulinska 2, Kosice Slovakia",48.72194,21.25612,"#3 of 22 Coffee & Tea in Kosice","#3 of 22 Coffee & Tea in Kosice",52,0,,,"Italian, Cafe, European","Breakfast",,"Outdoor Seating, Seating","True","True",45,40,45,40,35,9,5,0,3,"German (1), Russian (3), Italian (1), Slovak (17), English (30)","in rating","g274927-d3730100","$$ - $$$","Italian, Cafe, European","Coffee & Tea",30,22,17,"http://caffetrieste.org/sk","Viac než káva - CaffeTrieste.sk","SK CZ HU IT EN AT SI","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d3730102","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Nebra cafe']","Nebra cafe","Unclaimed",5,"September 20, 2018","Bocna 11, Kosice Slovakia",48.71875,21.25686,"#12 of 22 Coffee & Tea in Kosice","#12 of 22 Coffee & Tea in Kosice",11,0,,,"Cafe","Lunch, Dinner",,,"True","False",35,45,45,40,9,2,0,0,0,"English (5), Russian (1), German (1), Slovak (4)","in rating","g274927-d3730102",,"Cafe","Coffee & Tea",5,6,4,"http://www.nebra.sk","NEBRA® Bar Košice","NEBRA® Bar Košice","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d3745982","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Pizza express Michaelo']","Pizza express Michaelo","Unclaimed",,,"Trieda arm. gen. Svobodu 8, Kosice 040 22 Slovakia",48.73297,21.28863,,,0,0,,,,"Lunch, Dinner",,"Delivery","True","True",,,,,0,0,0,0,0,,"in rating","g274927-d3745982","$$ - $$$","Pizza",,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d3831289","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Staromestska pivaren - Beer&Restaurant']","Staromestska pivaren - Beer&Restaurant","Claimed",4.5,"August 9, 2023","Hlavna 104, Kosice 040 01 Slovakia",48.725113,21.255522,"#11 of 229 Restaurants in Kosice","#11 of 229 Restaurants in Kosice",239,0,,"₪13 - ₪42","Hungarian, Bar, European, Pub, Czech, Eastern European, Central European","Lunch, Dinner, Late Night","Vegetarian Friendly","Takeout, Outdoor Seating, Buffet, Seating, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Reservations, Accepts Credit Cards, Table Service","True","True",45,45,40,45,145,51,21,11,11,"Portuguese (1), Polish (6), French (1), Hungarian (24), Slovak (58), Russian (16), German (11), Czech (4), Dutch (3), Japanese (1), Turkish (1), Italian (9), Serbian (1), Spanish (5), English (98)","in rating","g274927-d3831289","$$ - $$$","Bar, European, Pub","Restaurants",98,141,58,"http://www.staromestskapivaren.sk","Home | staromestska.sk","Home | staromestska.sk","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d3876772","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Pizza Cafe Napoli']","Pizza Cafe Napoli","Unclaimed",4,"May 15, 2023","Hlavna 82, Kosice 040 01 Slovakia",48.723724,21.256294,"#34 of 229 Restaurants in Kosice","#4 of 7 Mediterranean in Kosice",92,0,,,"Italian, Pizza, Mediterranean, European","Lunch, Dinner","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service","True","True",40,40,45,,42,29,10,4,7,"Portuguese (1), Italian (6), Russian (2), Polish (1), Hungarian (2), German (3), Czech (3), French (2), Slovak (29), English (43)","in rating","g274927-d3876772","$$ - $$$","Italian, Pizza, Mediterranean","Restaurants",43,49,29,"http://www.pizzanapoli.sk/-napojovy-listok","failed_to_access","failed_to_access","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g274927-d3932582","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Burekas']","Burekas","Unclaimed",4.5,"December 21, 2019","Vratna Ulica 58, Kosice Slovakia",48.71937,21.25413,"#38 of 229 Restaurants in Kosice","#1 of 1 Israeli in Kosice",31,0,,,"Middle Eastern, Israeli","Lunch, Dinner, Breakfast","Vegan Options, Vegetarian Friendly","Outdoor Seating, Seating, Table Service","True","True",50,50,50,45,24,4,1,2,0,"English (23), Slovak (8)","in rating","g274927-d3932582","$","Middle Eastern, Israeli, Vegetarian Friendly","Restaurants",23,8,8,"http://www.facebook.com/Burekas-Ko%C5%A1ice-125589210836529","account_exists","Burekas Košice","October, 2023","Šošovicová polievka 
Kuracie mäso s baklažánom plus prílohy...6,30 
Burekasy s prílohami..5,90 
Vyprážaný syr...5,90  
Fallafelíky s prílohami...5,90","1.5K likes • 1.5K followers","Intro
Page · Local business
vratna 58, Kosice, Slovakia
+421 911 285 245
Closed now
Price Range · $
Rating · 4.5 (92 Reviews)",2023,"facebook","online","True","True",4.5,92,1500
"g274927-d3982371","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Ital Caffe']","Ital Caffe","Unclaimed",5,"July 15, 2014","Janin Park 6, Kosice Slovakia",48.72238,21.1784,"#192 of 229 Restaurants in Kosice","#192 of 229 Restaurants in Kosice",1,0,,,"Pizza","Breakfast, Lunch, Dinner",,,"True","True",,,,,1,0,0,0,0,"English, Russian (1)","in rating","g274927-d3982371",,"Pizza","Restaurants",0,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d4105059","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Restauracia Bowling Erika']","Reštaurácia Bowling Erika","Claimed",4,"August 21, 2022","Gudernova 3, Košice, Kosice 040 11 Slovakia",48.710342,21.233269,"#87 of 229 Restaurants in Kosice","#42 of 81 European in Kosice",10,0,,,"European","Lunch, Dinner, Brunch, Drinks",,,"True","True",,,,,5,3,1,0,1,"English (2), French (1), Slovak (7)","in rating","g274927-d4105059",,"European","Restaurants",2,8,7,"http://www.bowlingerika.sk","bowling - Bowling Erika","bowling - Bowling Erika","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d4132260","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Cafe Dias']","Cafe Dias","Unclaimed",3.5,"April 17, 2017","Nam. Osloboditelov 1 Aupark SC Kosice, Kosice 040 01 Slovakia",48.67954,21.26893,"#159 of 229 Restaurants in Kosice","#64 of 81 European in Kosice",8,0,,,"European","Breakfast, Lunch, Dinner",,,"True","True",,,,,3,2,1,1,1,"English (2), Slovak (6)","in rating","g274927-d4132260",,"European","Restaurants",2,6,6,"http://www.cafedias.sk/content/kosice-aupark-sc","404 Not Found","Web Server's Default Page","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g274927-d4241765","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Cokolateria BonBonik']","Cokolateria BonBonik","Unclaimed",4.5,"October 7, 2023","V Pasazi Hlavna 20, Kosice 040 01 Slovakia",48.719067,21.25785,"#2 of 13 Desserts in Kosice","#2 of 13 Dessert in Kosice",35,0,,,"Cafe","Breakfast, Lunch",,"Seating","True","True",50,45,40,,25,8,1,0,1,"English (15), French (1), Russian (1), German (1), Polish (1), Dutch (1), Italian (1), Turkish (1), Slovak (13)","in rating","g274927-d4241765","$$ - $$$","Dessert, Cafe","Desserts",15,20,13,"https://www.facebook.com/pages/%C4%8Cokolat%C3%A9ria-BonBon-in-Ko%C5%A1ice/145676272131789","account_deleted",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g274927-d4291101","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Beni Burger']","Beni Burger","Claimed",4.5,"July 31, 2020","Festivalove Namestie 2 Amfiteáter, Kosice Slovakia",48.72745,21.23922,"#35 of 229 Restaurants in Kosice","#35 of 229 Restaurants in Kosice",22,0,,,"Fast Food","Dinner, Breakfast, Lunch, Brunch, Drinks",,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Wine and Beer, Cash Only, Dog Friendly","True","True",40,40,40,,19,1,1,1,0,"English (5), Slovak (15), Russian (2)","in rating","g274927-d4291101","$","Fast Food","Restaurants",5,17,15,"http://www.beniburger.webnode.sk","Webnode Error Page","Webnode Error Page","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g274927-d4379546","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Penzion Grand']","Penzion Grand","Unclaimed",2.5,"September 27, 2020","Kováčska 65-67, Kosice 040 01 Slovakia",48.72521,21.258198,"#222 of 229 Restaurants in Kosice","#222 of 229 Restaurants in Kosice",12,0,,,,"Breakfast, Lunch, Dinner",,,"True","True",,,,,0,3,2,4,3,"English (2), Norwegian (1), Polish (1), Russian (3), Czech (1), Spanish (1), Slovak (3)","in rating","g274927-d4379546",,,"Restaurants",2,10,3,"http://www.penziongrand.eu/en/index.php","Pension GRAND, Kosice /Košice/ - Accomodation in city center","Penzión GRAND, Košice - ubytovanie v centre mesta","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d4412293","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Cafe - Restaurant Maraton']","Cafe - Restaurant Maraton","Claimed",4.5,"November 23, 2018","Strojárenská 11, Kosice 040 01 Slovakia",48.72741,21.25164,"#70 of 229 Restaurants in Kosice","#34 of 81 European in Kosice",18,0,,"₪25 - ₪170","Bar, European, Contemporary, Pub, Healthy, Central European","Lunch, Dinner, Brunch, Drinks, Breakfast",,"Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Street Parking, Validated Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi","True","True",40,35,35,,13,2,0,2,1,"Russian (1), Polish (1), Slovak (7), German (2), English (7)","in rating","g274927-d4412293","$$ - $$$","Bar, European, Contemporary","Restaurants",7,11,7,"http://www.restauraciamaraton.sk","failed_to_access","failed_to_access","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g274927-d4419630","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Stara Sypka']","Stara Sypka","Claimed",4,"August 27, 2020","Fejova 1, Kosice 040 01 Slovakia",48.71565,21.25934,"#39 of 229 Restaurants in Kosice","#3 of 7 Gastropub in Kosice",65,0,,,"Gastropub, Pub","Dinner, Breakfast, Lunch, Drinks",,"Reservations, Seating, Serves Alcohol, Table Service, Takeout, Parking Available, Highchairs Available, Digital Payments, Accepts Credit Cards","True","True",45,45,45,45,34,14,10,3,4,"Russian (4), French (1), Slovak (30), Polish (1), Czech (1), Italian (1), English (25), Spanish (1), Serbian (1)","in rating","g274927-d4419630","$$ - $$$","Pub, Gastropub","Restaurants",25,40,30,"http://www.starasypka.sk","Reštaurácia | Stará Sýpka - Reštaurácia s kaviarňou a pivárňou","Reštaurácia | Stará Sýpka - Reštaurácia s kaviarňou a pivárňou","nan",,,,0,"non-facebook","online","True","True",,,0
"g274927-d4579239","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Wigwam restaurant kosice']","Wigwam restaurant kosice","Unclaimed",4.5,"October 2, 2015","Prazska street, Kosice Slovakia",48.71258,21.2399,"#179 of 229 Restaurants in Kosice","#1 of 1 South American in Kosice",2,0,,,"South American",,,,"False","False",,,,,1,1,0,0,0,"English, Slovak (2)","in rating","g274927-d4579239",,"South American","Restaurants",0,2,2,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g274927-d4610540","['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Keltska Krcma U Seburgiho']","Keltska Krcma U Seburgiho","Unclaimed",4,"August 24, 2023","Hlavana 80, Kosice 40300 Slovakia",48.72356,21.256353,"#20 of 229 Restaurants in Kosice","#5 of 26 Bar in Kosice",169,0,,,"Steakhouse, Bar, Barbecue, European","Lunch, Dinner, Late Night, Drinks",,"Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service","True","True",45,40,40,45,92,38,20,10,9,"Portuguese (1), Czech (6), Slovak (49), Italian (7), Russian (16), Japanese (1), Spanish (1), German (12), English (69), Hungarian (2), French (3), Norwegian (2)","in rating","g274927-d4610540","$$ - $$$","Steakhouse, Bar, Barbecue","Restaurants",69,100,49,"http://u-seburgiho-bar.business.site/","U Seburgiho - Gastronomická Krčma v oblasti Košice",,"nan",,,,0,"non-facebook","online","True","False",,,0
