id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers
g186477-d9582922,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Molloys Fish and Chips']",Molloys Fish and Chips,Unclaimed,4.5,"August 10, 2023","61 St. Patricks Avenue, Downpatrick BT30 6DN Northern Ireland",54.32454,-5.71245,#1 of 4 Quick Bites in Downpatrick,#1 of 4 Quick Bites in Downpatrick,27,0,0,,"Fast Food, British","Lunch, Dinner, Brunch",,"Takeout, Wheelchair Accessible",True,True,50.0,45.0,45.0,,17,6,2.0,0.0,2.0,English (27),g186477-d9582922,in rating,$,"Quick Bites, Fast Food, British",27,0,27,Quick Bites,https://www.facebook.com/MolloysFishAndChips,"July 12, 2023"," Flaky white cod 
  Light golden thin batter 
 Our own mushy peas and tartare sauce ","Intro
At Molloy's we take great pride in everything we cook. Freshly cut and battered everyday!
Page · Fish & Chips Restaurant
+44 28 4461 5555
molloysfishandchips.com
Closed now
In-store pickup
Price Range · $",2023,facebook,online,,,4500
g186478-d10106637,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'The Snugg Bistro']",The Snugg Bistro - CLOSED,Claimed,4.5,"September 5, 2016","195 Dundrum Road Down, Newcastle BT33 0LW Northern Ireland",54.231407,-5.868202,,,8,0,0,₪24 - ₪102,Irish,,,"Takeout, Outdoor Seating, Parking Available, Validated Parking, Highchairs Available, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards",False,True,,,,,5,1,2.0,0.0,0.0,English (8),g186478-d10106637,closed,$$ - $$$,Irish,8,0,8,,,nan,,nan,0,no_website,no_website,,,0
g186478-d1025174,,,,,,,,,,,0,0,0,,,,,,False,False,,,,,,,,,,,,redirect,,,0,0,0,,,nan,,nan,0,no_website,no_website,,,0
g186478-d10541148,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Broadway Cafe']",Broadway Cafe,Unclaimed,3.0,"August 10, 2023","47 Central Promenade, Newcastle BT33 0DJ Northern Ireland",54.20834,-5.89191,#34 of 35 Restaurants in Newcastle,#34 of 35 Restaurants in Newcastle,21,0,0,,,"Breakfast, Lunch",,"Seating, Takeout, Wheelchair Accessible",False,True,35.0,40.0,35.0,,9,0,4.0,1.0,7.0,English (21),g186478-d10541148,in rating,$,,21,0,21,Restaurants,http://www.facebook.com/Broadwaycafenewcastle/,,no_posts,"About
See all
Broadway cafe is a friendly cafe established 1931 serving breakfast, fish, chicken, paninis, burgers, our famous homemade chips and vanilla ice cream.
7 people like this
7 people follow this
https://www.newcastle-county-down.com/places/cafes/broadway-cafe
+44 28 4372 2263
Price range
  · $
Fast food restaurant · Cafe · British Restaurant",0,facebook,online,,,0
g186478-d10876727,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Pacha Restaurant']",Pacha Restaurant,Claimed,4.5,"October 13, 2023","103 Central Promenade, Newcastle BT33 0HH Northern Ireland",54.206657,-5.8929,#7 of 35 Restaurants in Newcastle,#1 of 1 Steakhouse in Newcastle,215,1,0,₪34 - ₪122,"Steakhouse, Mediterranean","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Free Wifi, Gift Cards Available",True,True,45.0,45.0,45.0,,155,35,7.0,6.0,12.0,"French (1), Spanish (1), English (213)",g186478-d10876727,in rating,$$ - $$$,"Steakhouse, Mediterranean, Vegetarian Friendly",213,2,213,Restaurants,http://pacharestaurant.co.uk/,nan,,nan,0,non-facebook,unavailable,,,0
g186478-d11800420,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Piccolo Kitchen']",Piccolo Kitchen,Unclaimed,4.0,"November 9, 2022","Main Street Piccolo Kitchen, Newcastle Northern Ireland",54.53769,-5.55588,#2 of 6 Quick Bites in Newcastle,#2 of 6 Quick Bites in Newcastle,55,0,0,,"Italian, Pizza, Fast Food","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Delivery, Takeout, Seating",False,True,50.0,50.0,50.0,,37,6,1.0,4.0,7.0,English (55),g186478-d11800420,in rating,$$ - $$$,"Quick Bites, Italian, Pizza",55,0,55,Quick Bites,http://piccolokitchen.co.uk/,nan,,nan,0,non-facebook,online,,,0
g186478-d11805346,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'The cake station']",The cake station,Claimed,4.0,"February 16, 2021","85 Central Promenade, Newcastle BT33 0HH Northern Ireland",54.20719,-5.89264,#28 of 35 Restaurants in Newcastle,#12 of 12 Cafe in Newcastle,10,0,0,,Cafe,"Breakfast, Lunch",,,True,True,,,,,7,1,0.0,0.0,2.0,English (10),g186478-d11805346,in rating,,Cafe,10,0,10,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186478-d11844478,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Crepeaffair']",Crepeaffair,Unclaimed,,,"City Centre shopping center, Newcastle NE1 7UG Northern Ireland",54.20613,-5.89327,,,0,0,0,,"Cafe, Healthy",,,,False,True,,,,,0,0,0.0,0.0,0.0,,g186478-d11844478,in rating,,"Cafe, Healthy",0,0,0,,http://Crepeaffaire.com,nan,,nan,0,non-facebook,online,,,0
g186478-d1205063,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Villa Vinci']",Villa Vinci,Unclaimed,4.5,"September 24, 2023","31 Main Street, Newcastle BT33 0AD Northern Ireland",54.2139,-5.888768,#3 of 35 Restaurants in Newcastle,#1 of 1 Sicilian in Newcastle,1275,1,0,,"Italian, Pizza, Mediterranean, European, Sicilian, Southern-Italian","Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",True,True,45.0,45.0,45.0,40.0,857,283,76.0,29.0,30.0,"Chinese (Trad.) (1), Korean (1), Dutch (1), English (1, 261), French (3), Italian (2), Swedish (1), Portuguese (1), Spanish (1), German (3)",g186478-d1205063,in rating,$$ - $$$,"Italian, Pizza, Mediterranean",1,14,1,Restaurants,http://www.villavinci.co.uk,nan,,nan,0,non-facebook,online,,,0
g186478-d12933150,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Railway St.']",Railway St.,Claimed,4.5,"July 9, 2023","2 Railway Street, Newcastle BT33 0AL Northern Ireland",54.214474,-5.8871,#9 of 35 Restaurants in Newcastle,#6 of 20 Irish in Newcastle,124,0,0,,"British, Irish, Cafe","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service",True,True,50.0,45.0,45.0,,95,15,7.0,2.0,5.0,English (124),g186478-d12933150,in rating,$$ - $$$,"Irish, Cafe, British",124,0,124,Restaurants,https://www.facebook.com/railwaystcoffee/?locale2=en_GB,"14 h, 2023","M E X I C A N  C I A B A T T A 
This is our weekend winner 
 the d e t a i l s 
  pulled chilli beef, nachos, homemade guacamole, double cheese & a side of chipotle 
Yes P L E A S E 
 (available from 11:30am)
#railway… See more","Intro
Speciality coffee & artisan food ���
Newcastle, Co. Down

→Instagram: @railwaystcoffee
→T
Page · Coffee shop
2 Railway Street, Newcastle, United Kingdom
+44 28 4372 5620
some@email.com
Closed now
In-store collection
Price range · £
Rating · 4.8 (726 reviews)",2023,facebook,online,,,9000
g186478-d13160144,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'The Roadside Chippy']",The Roadside Chippy,Unclaimed,3.0,"March 21, 2021","Dundrum Road, Newcastle BT33 0LN Northern Ireland",54.22504,-5.88205,#33 of 35 Restaurants in Newcastle,#21 of 21 British in Newcastle,5,0,0,,British,,,,False,True,,,,,2,1,0.0,0.0,2.0,English (5),g186478-d13160144,in rating,,British,5,0,5,Restaurants,http://www.facebook.com/The-Roadside-Chippy-166033840125365/,"October 11 , 2023",What to have today ??,"Intro
Take away
Page · Interest
+44 7810 695220",2023,facebook,online,,,2300
g186478-d15026950,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', ""Kelly's Top of the Town""]",Kelly's Top of the Town,Unclaimed,3.5,"September 28, 2023","1 Main Street, Newcastle BT33 0AD Northern Ireland",54.206085,-5.902753,#4 of 6 Quick Bites in Newcastle,#4 of 6 Quick Bites in Newcastle,33,0,0,,"Irish, Filipino, Cafe, Fast Food, Grill, British",Dinner,,"Seating, Takeout",False,True,,,,,20,2,1.0,1.0,9.0,English (33),g186478-d15026950,in rating,,"Quick Bites, Irish, Filipino, Cafe",33,0,33,Quick Bites,https://www.facebook.com/kellystopofthetown/,"July 31, 2022",,"Intro
Traditional Fish & Chip Shop
Page · Fast food restaurant
1 Main Street, Newcastle, United Kingdom
+44 28 4372 7144
some@email.com
Closed now
In-store pickup
Price Range · $$
Rating · 3.3 (84 Reviews)",2022,facebook,online,3.3,84,1000
g186478-d1568782,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Golf Links House Restaurant']",Golf Links House Restaurant,Claimed,4.5,"September 29, 2023","109 Dundrum Road, Newcastle BT33 0LN Northern Ireland",54.222443,-5.883936,#13 of 35 Restaurants in Newcastle,#3 of 8 Bar in Newcastle,142,0,0,₪39 - ₪97,"Irish, Bar, British, Pub","Breakfast, Lunch, Dinner","Gluten Free Options, Vegetarian Friendly, Vegan Options","Takeout, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",False,True,45.0,45.0,45.0,45.0,100,21,13.0,4.0,4.0,"English (140), Russian (1), French (1)",g186478-d1568782,in rating,$$ - $$$,"Irish, Bar, British",140,2,140,Restaurants,http://www.golflinkshouse.com,nan,,nan,0,non-facebook,online,,,0
g186478-d16858509,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Harbour House Newcastle']",Harbour House Newcastle,Unclaimed,4.0,"July 3, 2023","4-8 South Promenade, Newcastle BT33 0EX Northern Ireland",54.198326,-5.887447,#21 of 35 Restaurants in Newcastle,#17 of 21 British in Newcastle,40,0,0,,"British, Bar, Irish, Pub","Breakfast, Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service, Highchairs Available",True,True,35.0,40.0,35.0,,26,2,3.0,3.0,6.0,"Italian (1), English (39)",g186478-d16858509,in rating,$$ - $$$,"Irish, Bar, British",39,1,39,Restaurants,http://www.harbourhousenewcastle.com,nan,,nan,0,non-facebook,online,,,0
g186478-d1727038,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Percy French Inn']",Percy French Inn,Claimed,3.5,"October 5, 2023","Downs Road, Newcastle BT33 0AH Northern Ireland",54.21458,-5.886118,#18 of 35 Restaurants in Newcastle,#6 of 7 European in Newcastle,1093,0,0,₪39 - ₪160,"Irish, Bar, European, British, Pub","Lunch, Dinner, Late Night, Drinks","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Waterfront, Non-smoking restaurants",True,True,35.0,35.0,30.0,35.0,372,231,175.0,166.0,149.0,"German (1), Norwegian (1), English (1, 085), French (3), Swedish (1), Spanish (2)",g186478-d1727038,in rating,$$ - $$$,"Irish, Bar, European",1,8,1,Restaurants,http://www.hastingshotels.com/percyfrench/index.html,nan,,nan,0,non-facebook,online,,,0
g186478-d17579898,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Top Dawgs']",Top Dawgs,Unclaimed,,,"117A Chillingham Road, Newcastle NE6 5XL Northern Ireland",54.98714,-1.577611,,,0,0,0,,Fast Food,,,,False,True,,,,,0,0,0.0,0.0,0.0,,g186478-d17579898,in rating,,Fast Food,0,0,0,,https://www.facebook.com/topdawgsNCL/,nan,,nan,0,facebook,unavailable,,,0
g186478-d17594104,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Mackens Bar & Restaurant']",Mackens Bar & Restaurant,Claimed,4.5,"August 11, 2023","71-73 South Promenade, Newcastle BT33 0EY Northern Ireland",54.19861,-5.88817,#1 of 1 Bars & Pubs in Newcastle,#1 of 1 Bars & Pubs in Newcastle,29,0,0,₪60 - ₪140,"Bar, Pub","Lunch, Dinner, Drinks",,"Reservations, Seating, Serves Alcohol, Table Service",True,True,50.0,45.0,45.0,,22,5,1.0,0.0,1.0,English (29),g186478-d17594104,in rating,$$ - $$$,"Bar, Pub",29,0,29,Bars & Pubs,https://www.facebook.com/mackensnewcastle,"October, 2023",,"Intro
https://mackensnewcastle.co.uk/reservations/
Page · Bar
73 South Promenade, Newcastle, United Kingdom
+44 28 4372 3430
thebiglist.co.uk/directory.asp?dirn=40x127788
Closed now
Price Range · $
Rating · 4.5 (38 Reviews)",2023,facebook,online,4.5,38,2500
g186478-d17781363,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'The Library Lounge']",The Library Lounge,Claimed,4.5,"August 15, 2021","29 Main Street, Newcastle BT33 0AD Northern Ireland",54.21431,-5.88865,#16 of 35 Restaurants in Newcastle,#12 of 21 British in Newcastle,32,0,0,₪10 - ₪73,"Irish, British, European","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service",False,True,45.0,45.0,45.0,,26,4,0.0,1.0,1.0,English (32),g186478-d17781363,in rating,$$ - $$$,"Irish, European, British",32,0,32,Restaurants,http://www.donardhotel.com/,nan,,nan,0,non-facebook,unavailable,,,0
g186478-d17821332,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'ADHD Hub Coffee Shop & Info Point']",ADHD Hub Coffee Shop & Info Point,Unclaimed,5.0,"September 29, 2023","2 Savoy Lane, Newcastle BT33 0SJ Northern Ireland",54.21342,-5.8884,#26 of 35 Restaurants in Newcastle,#18 of 20 Irish in Newcastle,6,0,0,,"Irish, British",,,,False,True,,,,,6,0,0.0,0.0,0.0,English (6),g186478-d17821332,in rating,$,"Irish, British",6,0,6,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186478-d1788594,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Toscano Pizzeria']",Toscano Pizzeria,Claimed,4.0,"August 19, 2023","47 Central Promenade, Newcastle BT33 0DJ Northern Ireland",54.20834,-5.89191,#19 of 35 Restaurants in Newcastle,#3 of 4 Italian in Newcastle,79,0,0,,"Italian, Pizza",Dinner,"Vegetarian Friendly, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service",True,True,40.0,35.0,40.0,40.0,52,6,4.0,5.0,12.0,"Portuguese (1), English (77), Italian (1)",g186478-d1788594,in rating,$,"Italian, Pizza, Vegetarian Friendly",77,2,77,Restaurants,https://www.facebook.com/toscanopizzerianewcastle/?rf=534513086669138,"October, 2023"," 𝓜𝓮𝓮𝓽 𝓽𝓱𝓮 𝓣𝓸𝓼𝓬𝓪𝓷𝓸 𝓣𝓮𝓪𝓶 
Name: Darcey
How long have you worked at Toscano? : Since the beginning of August 
Favourite thing about yo… See more","Intro
Family run Italian Pizzeria 🍕
Established 1974 🇮🇹
At the ♥️ of Newcastle Co. Down
Page · Restaurant
47 Central Promenade , Newcastle, United Kingdom
+44 28 4372 6800
some@email.com
Takeout · Dine-in · Online booking…
Price Range · $
Rating · 4.7 (48 Reviews)",2023,facebook,online,4.7,48,1900
g186478-d18455884,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'South Prom Brew Bar']",South Prom Brew Bar,Claimed,4.0,"September 3, 2023","8 South Promenade, Newcastle BT33 0EX Northern Ireland",54.198177,-5.887333,#25 of 35 Restaurants in Newcastle,#10 of 12 Cafe in Newcastle,29,0,0,,Cafe,"Breakfast, Lunch",Vegetarian Friendly,"Seating, Table Service, Gift Cards Available",True,True,45.0,40.0,40.0,,20,0,2.0,3.0,4.0,English (29),g186478-d18455884,in rating,$$ - $$$,"Cafe, Vegetarian Friendly",29,0,29,Restaurants,http://harbourhousenewcastle.com,nan,,nan,0,non-facebook,online,,,0
g186478-d1988741,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', ""Hugh McCann's""]",Hugh McCann's,Claimed,4.0,"October 1, 2023","121 Central Promenade, Newcastle BT33 0EU Northern Ireland",54.205837,-5.893215,#12 of 35 Restaurants in Newcastle,#12 of 35 Restaurants in Newcastle,425,0,0,₪19 - ₪97,"Irish, Bar, British, Pub, Soups","Lunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Street Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",True,True,45.0,45.0,40.0,45.0,279,63,22.0,21.0,40.0,English (425),g186478-d1988741,in rating,$$ - $$$,"Irish, Bar, British",425,0,425,Restaurants,http://www.hughmccanns.com,nan,,nan,0,non-facebook,online,,,0
g186478-d20023741,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Copper Restaurant']",Copper Restaurant,Unclaimed,4.5,"June 10, 2022","67 Main Street, Newcastle BT33 0AE Northern Ireland",54.21441,-5.888437,#15 of 35 Restaurants in Newcastle,#4 of 7 European in Newcastle,43,0,0,,"European, British","Dinner, Lunch",Vegetarian Friendly,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",True,True,45.0,50.0,45.0,,31,4,4.0,3.0,1.0,English (43),g186478-d20023741,in rating,$$ - $$$,"European, British, Vegetarian Friendly",43,0,43,Restaurants,http://coppernewcastle.com/,nan,,nan,0,non-facebook,unavailable,,,0
g186478-d20170729,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Subway']",Subway - CLOSED,Unclaimed,,,"34 Neville Street Gunner House/Ground Floor, Newcastle NE1 5DF Northern Ireland",54.9693,-1.617769,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,False,True,,,,,0,0,0.0,0.0,0.0,,g186478-d20170729,closed,,,0,0,0,,https://restaurants.subway.com/united-kingdom/en/newcastle-upon-tyne/42-neville-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=33931&utm_campaign=evergreen-2020&y_source=1_MTQ5MjQwNTYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g186478-d20301933,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'Subway']",Subway - CLOSED,Unclaimed,,,"Collingwood House, 3 Collingwood Street Collingwood House, Newcastle NE1 1JW Northern Ireland",54.97003,-1.612291,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,False,True,,,,,0,0,0.0,0.0,0.0,,g186478-d20301933,closed,,,0,0,0,,https://restaurants.subway.com/united-kingdom/en/newcastle-upon-tyne/collingwood-house-3-collingwood-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=35262&utm_campaign=evergreen-2020&y_source=1_MTQ5MjY2MjItNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g186478-d2051565,,,,,,,,,,,0,0,0,,,,,,False,False,,,,,,,,,,,,redirect,,,0,0,0,,,nan,,nan,0,no_website,no_website,,,0
g186478-d21140708,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newcastle', 'Newcastle Restaurants', 'The Kebab House']",The Kebab House,Unclaimed,4.5,"December 9, 2022","80 Main Street, Newcastle BT33 0AE Northern Ireland",54.21172,-5.88947,#29 of 35 Restaurants in Newcastle,#4 of 6 Fast Food in Newcastle,2,0,0,,"Fast Food, Turkish, Street Food",,,,False,True,,,,,1,1,0.0,0.0,0.0,English (2),g186478-d21140708,in rating,,"Fast Food, Turkish, Street Food",2,0,2,Restaurants,,nan,,nan,0,no_website,no_website,,,0
